X,Y,name,lat,lon,avgReview,numReview,category,num
0.54191,0.70533,Sugar Bowl Ice Cream Parlor,33.4938219,-111.9259965,3.5,197,Asian,96
0.84965,0.44643,Tottie's Asian Fusion,33.5285509,-111.9258733,4,76,Asian,97
0.42559,0.51936,Los Olivos,33.491546,-111.923427,3,146,Mexican,98
0.00239,0.87819,Beckett's Table,33.4951366,-112.0012318,4,323,American,99
0.00015,0.80671,Zinburger,33.5095354,-112.0275918,3.5,305,American,100
0.41716,0.49157,Mrs. White's Golden Rule Cafe,33.447521,-112.063434,3.5,107,etc,101
0.95199,0.26016,Gordon Biersch Brewery Restaurant,33.3088284,-111.7425488,3,67,Asian,102
0.0048,0.79415,Pizzeria Bianco,33.449233,-112.065458,4,803,Italian,103
0.92467,0.34632,Grimaldi's,33.6729823,-111.8904749,4,83,Italian,104
0.02013,0.74392,The Breakfast Club,33.500545,-111.9264093,3.5,290,Breakfast & Brunch,105
0.34352,0.67463,The Turf,33.455863,-112.072167,3.5,122,Nightlife,106
0.25108,0.81676,Trader Vic's,33.493298,-111.934032,3.5,117,Asian,107
0.00984,0.86485,Hana Japanese Eatery,33.5173991,-112.0824683,4,199,Asian,108
0.76451,0.66528,MacAlpine's Soda Fountain,33.4732683,-112.0649453,3.5,133,Asian,109
0.6663,0.30845,Honey Bear's BBQ,33.4796744,-112.0739818,3,125,American,110
0.00222,0.88083,Cowboy Ciao,33.499499,-111.927402,4,349,American,111
0.00001,0.78255,Barrio Caf,33.4787943,-112.0478085,4,398,Mexican,112
0.97272,0.24244,A Touch of European Cafe,33.5414182,-112.1825527,4.5,61,etc,113
0.19359,0.79686,Los Sombreros Mexican Food & Cocktails,33.4765807,-111.9265203,3.5,149,Mexican,114
0.26312,0.72197,The Lost Leaf,33.4581958,-112.0676886,4,227,Nightlife,115
0.26342,0.49927,J & G Steakhouse,33.5019519,-111.9514403,4,94,American,116
0.65194,0.5291,Joe's Diner,33.5016589,-112.04725,4,126,Breakfast & Brunch,117
0.96643,0.43883,Saigon Nites Vietnamese Cuisine,33.622009,-111.90459,3.5,65,Asian,118
0.86297,0.12468,Jimmy's of Chicago,33.31081,-111.772012,3.5,58,American,119
0.1661,0.60654,Oregano's Pizza Bistro,33.42161734,-111.9466752,4,202,Italian,120
0.10912,0.75919,Brat Haus,33.4900575,-111.9262552,4,143,etc,121
0.00814,0.78168,Over Easy,33.4948197,-111.9798208,3.5,310,Breakfast & Brunch,122
0.83639,0.73441,Dos Gringos,33.4969773,-111.9275971,3.5,136,etc,123
0.0001,0.90246,Citizen Public House,33.498028,-111.927951,4.5,347,etc,124
0.81132,0.49355,The Herb Box Eatery & Market,33.673667,-111.8892551,4,87,etc,125
0.8239,0.34352,HTC Body Piercing,33.4211681,-111.942514,5,78,etc,126
0.36404,0.22886,Metro Light Rail,33.449799,-112.074714,3.5,132,Hotels & Travel,127
0.00713,0.94587,La Bocca Urban Pizzeria + Wine Bar,33.42344083,-111.9396222,4,303,Nightlife,128
0.93124,0.39369,Herb 'n Flavors,33.40657334,-111.9081116,4,62,Italian,129
0.8637,0.29074,La Hacienda by Richard Sandoval,33.6462961,-111.9189477,4,47,Mexican,130
0.00129,0.84335,The Vig,33.494459,-111.9953287,3.5,316,Nightlife,131
0.25077,0.77315,Arcadia Tavern,33.494238,-111.977849,3.5,160,Nightlife,132
0.63464,0.62716,Camelback Inn,33.5336234,-111.9652641,4,133,etc,133
0.13621,0.71564,Sweet Republic,33.58348,-111.883526,4.5,335,Asian,134
0.33079,0.60541,Lobbys Beef Burgers Dogs,33.3947699,-111.9088938,4.5,181,American,135
0.59167,0.35787,The Clubhouse Music Venue,33.4075613,-111.9172951,3,61,Arts & Entertainment,136
0.95846,0.10129,Cafe Rio,33.377523,-111.788968,3.5,61,Mexican,137
0.32035,0.59841,Lalibela Ethiopian Cafe,33.421909,-111.9506847,4,179,etc,138
0.71103,0.26685,ASU Gammage,33.4163799,-111.9380236,3.5,62,Arts & Entertainment,139
0.00003,0.87809,Postino Central,33.5127699,-112.0740123,4.5,402,Nightlife,140
0.0085,0.77429,Matt's Big Breakfast,33.45669606,-112.0723271,4,689,Breakfast & Brunch,141
0.11097,0.66679,Chino Bandido,33.304492,-111.873637,3.5,229,Asian,142
0.45683,0.48508,Scottsdale Fashion Square,33.5025941,-111.9296765,4,228,etc,143
0.62654,0.58579,Richardson's Cuisine of New Mexico,33.5237203,-112.0480242,4,101,Mexican,144
0.64882,0.39728,Stockyards Restaurant,33.44619513,-111.9749346,4,72,American,145
0.74131,0.33737,Yoli's Cafe,33.299873,-111.842586,4,94,American,146
0.81111,0.34726,Famous Dave's,33.298212,-111.898601,4,85,American,147
0.97572,0.34842,Cafe Istanbul & Market,33.4148837,-111.9169665,4,68,etc,148
0.26543,0.7111,Blue Adobe Grille,33.418418,-111.84057,4,143,Nightlife,149
0.46672,0.7286,Boulders On Broadway,33.407561,-111.9475246,4,139,Nightlife,150
0.02046,0.80306,Kabuki Japanese Restaurant,33.4329724,-111.9043028,3.5,165,Asian,151
0.92184,0.39154,George & Son's Asian Cuisine,33.5881614,-111.8378867,4,56,Asian,152
0.0148,0.69654,District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5,171,American,153
0.84708,0.53119,The Hungry Monk,33.306529,-111.872801,4,100,Nightlife,154
0.8878,0.49982,Cantina Laredo,33.637034,-111.9217796,3.5,92,Mexican,155
0.22766,0.53279,Camelback Mountain,33.52195183,-111.9743729,4.5,212,Arts & Entertainment,156
0.92878,0.2652,Coal Burger,33.6235418,-111.9255447,3,63,American,157
0.11128,0.86408,SideBar,33.4653362,-112.0827836,4,235,Nightlife,158
0.70269,0.74433,Mi Comida Restaurante Latino,33.6391363,-112.150244,4.5,104,etc,159
0.01727,0.7001,Pizza A Metro,33.4806776,-112.1091081,4.5,193,American,160
0.65174,0.52644,Eddie V's Prime Seafood,33.6251838,-111.9255108,4,71,American,161
0.00255,0.82138,The Main Ingredient Ale House And Caf,33.474605,-112.065107,4,238,American,162
0.79177,0.26554,Hazelwoods First Place Sports Grill,33.495466,-112.003105,3,64,Nightlife,163
0.03975,0.83723,Essence Bakery Caf,33.4217923,-111.951184,4,263,Breakfast & Brunch,164
0.62264,0.72668,Sushi Eye,33.331773,-111.978279,3.5,130,Asian,165
0.05234,0.84204,Scramble,33.5754755,-112.0651592,4,248,Breakfast & Brunch,166
0.73568,0.32934,Andreoli Italian Grocer,33.569524,-111.889631,4,67,Breakfast & Brunch,167
0.00761,0.85715,Delux,33.5100398,-112.0146407,4,502,American,168
0.93264,0.14994,Restaurant Mexico,33.4259681,-111.939852,3.5,77,Mexican,169
0.0083,0.86282,Modern Steak,33.5025941,-111.9296765,4,216,American,170
0.65964,0.52747,Yard House,33.678615,-111.9746066,3.5,128,Vegetarian,171
0.01199,0.87401,Daily Dose,33.4942423,-111.9264472,4,291,Nightlife,172
0.74465,0.52505,The Deli,33.21257481,-111.6752675,4.5,110,etc,173
0.01174,0.83255,Hanny's,33.4492414,-112.072854,3.5,318,Nightlife,174
0.8475,0.46841,Rosita's Place,33.4657898,-112.0323598,4,83,Mexican,175
0.99503,0.32684,Thai Basil,33.484487,-112.07643,4,76,Asian,176
0.74228,0.21229,Fleming's Prime Steakhouse & Wine Bar,33.3184674,-111.9682552,4,67,Nightlife,177
0.48825,0.61284,Palatte,33.4549678,-112.0791022,4,69,Breakfast & Brunch,178
0.84291,0.54075,Yogurtland,33.5033716,-111.9256326,4.5,122,Asian,179
0.00071,0.90116,CherryBlossom Noodle Cafe,33.5093372,-112.0608177,4,309,Asian,180
0.98856,0.34836,Spinato's Pizza,33.6405893,-112.0474847,4.5,105,Italian,181
0.00014,0.92591,Switch Restaurant & Wine Bar,33.4770236,-112.073629,4,343,Nightlife,182
0.61924,0.51724,Arizona Mills,33.3852846,-111.964558,3,120,etc,183
0.81826,0.36617,America's Taco Shop,33.501936,-112.082092,4,128,Mexican,184
0.86062,0.48542,Black Chile Mexican Grill,33.5102068,-112.0272041,3.5,98,Mexican,185
0.68082,0.35875,Whole Foods Market,33.6547181,-111.9262969,4.5,95,Asian,186
0.70414,0.51625,Seamus McCaffrey's,33.4504575,-112.0743441,3.5,127,Nightlife,187
0.38673,0.55102,Padre's Modern Mexican Cuisine,33.5093453,-112.0588374,4,140,Nightlife,188
0.32385,0.44907,Tee Pee Mexican Food,33.4951403,-111.991453,3,160,Mexican,189
0.62168,0.41049,Cheba Hut,33.422728,-111.951494,3.5,138,etc,190
0.80448,0.30122,Chodang,33.3117903,-111.8412173,4,109,etc,191
0.93263,0.23244,Thai Cafe,33.3056789,-111.902866,3.5,72,Asian,192
0.94787,0.40482,Boba Tea House,33.3365399,-111.8763382,4,95,Asian,193
0.53946,0.63186,Bombay Spice Grill & Wine,33.5839581,-111.9788671,3.5,131,Vegetarian,194
0.88677,0.58752,SaBai Modern Thai,33.479887,-111.992309,4,110,Asian,195
0.92804,0.1879,Black Bear Diner,33.3786853,-111.7925535,3.5,66,American,196
0.50343,0.75466,Pita Jungle,33.4587437,-112.0775732,4,131,Vegetarian,197
0.00072,0.75938,Lo-Lo's Chicken & Waffles,33.4787939,-111.9259092,4,357,etc,198
0.1422,0.77466,Cartel Coffee Lab,33.42141261,-111.9429803,4.5,264,Asian,199
0.88899,0.36664,Flavors of India,33.503024,-112.047179,3.5,78,etc,200
0.45798,0.34511,Kincaid's,33.4477082,-112.070093,3.5,84,American,201
0.86538,0.46323,5 & Diner,33.5134849,-112.047693,3.5,79,etc,202
0.82472,0.28558,Cask 63,33.5672627,-111.9259052,4.5,49,Nightlife,203
0.8044,0.58592,JW Marriott Desert Ridge Resort & Spa,33.683479,-111.966112,4,99,Hotels & Travel,204
0.71253,0.39791,Joya Spa,33.5288312,-111.9730855,4,66,etc,205
0.8615,0.16727,BS West,33.497828,-111.927267,3.5,54,Nightlife,206
0.74208,0.36488,Dave's Electric Brewpub,33.4251549,-111.93526,3,52,Nightlife,207
0.11488,0.79681,America's Taco Shop,33.4710214,-112.0649272,3.5,271,Mexican,208
0.81064,0.34965,Barcelona Restaurants,33.6259241,-111.9242144,3,59,American,209
0.00001,0.94104,Postino Arcadia,33.502191,-111.996292,4.5,575,Nightlife,210
0.66993,0.65455,Fairmont Scottsdale Princess,33.64556821,-111.9171184,4,102,Hotels & Travel,211
0.00001,0.94118,St Francis Restaurant,33.5092756,-112.0718179,4,461,American,212
0.79113,0.71162,Bungalow Bar & Grill,33.4997186,-111.9263271,3.5,118,Nightlife,213
0.55127,0.76172,Firesky Resort & Spa,33.5083781,-111.9258659,4.5,145,etc,214
0.50562,0.73622,JoBot Coffee,33.458341,-112.067833,4,137,Asian,215
0.36443,0.71762,Los Taquitos,33.348162,-111.9819,4,224,Mexican,216
0.00095,0.90078,The Vig Uptown,33.5242704,-112.0474619,4,220,American,217
0.72503,0.20762,Arizona State University,33.4207679,-111.9334531,3.5,50,etc,218
0.00381,0.82739,Orange Table,33.492502,-111.924119,4,304,Breakfast & Brunch,219
0.18754,0.76473,Zinc Bistro,33.62403602,-111.9280243,4,178,etc,220
0.22256,0.76662,D'lish,33.477178,-111.925799,4.5,255,Breakfast & Brunch,221
0.57594,0.35691,Mastro's Steakhouse,33.6987337,-111.8899216,4.5,82,American,222
0.5991,0.47258,Mamma Mia Subs & Brick Oven Pizza,33.4950535,-111.9958183,4,130,American,223
0.63966,0.63226,NCounter,33.4272811,-111.9400902,4,135,Breakfast & Brunch,224
0.67549,0.46889,Humble Pie,33.677854,-111.978579,4,100,Italian,225
0.99241,0.27782,Zoes Kitchen,33.508756,-112.045816,3,81,Italian,226
0.88144,0.37925,Otaku,33.2711537,-111.7898246,3.5,60,Asian,227
0.03801,0.93466,Carly's Bistro,33.4587919,-112.0715044,3.5,203,Arts & Entertainment,228
0.63026,0.7269,Yupha's Thai Kitchen,33.3478272,-111.9102573,4,165,Asian,229
0.45592,0.72232,Cien Agaves Tacos & Tequila,33.4942939,-111.925316,3.5,175,Mexican,230
0.80476,0.33188,LA Fitness,33.5090619,-112.035918,2.5,65,Arts & Entertainment,231
0.99072,0.28069,The Habit Burger Grill,33.3637683,-111.9103938,3.5,82,American,232
0.41964,0.47627,Bikini Lounge,33.4590669,-112.0915007,4,124,etc,233
0.02834,0.76877,Pane Bianco,33.5006532,-112.0739689,4.5,278,Italian,234
0.26421,0.59951,Tandoori Times Indian Bistro,33.5555237,-111.8987034,3.5,115,etc,235
0.68038,0.63684,Copper Blues,33.4471783,-112.0744503,3.5,121,Arts & Entertainment,236
0.3793,0.78052,Sierra Bonita Grill,33.538748,-112.064759,4,139,American,237
0.89997,0.4142,Drift Lounge,33.4999005,-111.9199715,3.5,59,Nightlife,238
0.59241,0.84489,Humble Pie,33.5266038,-111.924627,3.5,124,Italian,239
0.7728,0.71694,Echo Coffee,33.4803679,-111.9347763,4,139,Asian,240
0.5103,0.33474,Firebirds Wood Fired Grill,33.3045866,-111.9006511,4,98,American,241
0.87891,0.21887,Nordstrom,33.5021456,-111.9295381,4,54,etc,242
0.50874,0.51898,Marcellino Ristorante,33.498915,-111.928258,4,102,American,243
0.95572,0.42881,Middle Eastern Bakery & Deli,33.4837225,-112.0476668,4.5,93,Breakfast & Brunch,244
0.83377,0.58888,Urban Beans,33.511525,-112.055538,4,99,etc,245
0.33686,0.84657,Hiro Sushi,33.5705669,-111.886606,4.5,185,Asian,246
0.19111,0.75469,Four Peaks Brewery,33.6272265,-111.8956412,4,181,Asian,247
0.55392,0.91645,Lola Coffee,33.5062078,-112.0739142,4,147,Asian,248
0.02044,0.77015,La Grande Orange Grocery,33.5024095,-111.9955012,4,421,Asian,249
0.94482,0.74844,Tandoori Times 2 Indian Bistro,33.6390345,-112.1798866,4,75,etc,250
0.32035,0.73396,Nourish,33.50619044,-111.9264364,3.5,112,American,251
0.3245,0.3767,Narcisse Champagne and Tea Lounge,33.6071829,-111.9403254,3.5,101,etc,252
0,0.90581,FEZ,33.491645,-112.073196,4,652,Nightlife,253
0.48092,0.65963,Sonora Mesquite Grill,33.480203,-111.9825532,4.5,163,Mexican,254
0.09421,0.69687,Papago Brewing,33.4655863,-111.9279622,4,236,Asian,255
0.39376,0.615,Saddle Ranch Chop House,33.4990986,-111.9259123,3.5,147,Nightlife,256
0.76766,0.46085,South Mountain Park,33.34697,-112.0846008,4.5,98,Arts & Entertainment,257
0.92557,0.14657,Satisfied Frog On Bell,33.6403226,-112.0210482,4,64,American,258
0.14696,0.66573,Brio Tuscan Grille,33.6071829,-111.9403254,3.5,166,American,259
0.80385,0.49139,Circle H Barbecue,33.509755,-112.08407,4,68,American,260
0.74461,0.49928,Piestewa Peak,33.5372103,-112.0264399,4.5,81,Arts & Entertainment,261
0.35443,0.32144,Marquee Theatre,33.4368906,-111.94373,2.5,124,Arts & Entertainment,262
0.45257,0.49601,U.S. Egg,33.4860023,-111.9264164,4,162,American,263
0.97642,0.38302,CK's Tavern & Grill,33.305759,-111.993252,4,85,American,264
0.03509,0.67654,PastaBAR,33.455863,-112.072167,3.5,113,American,265
0.97365,0.24743,Culver's,33.38003,-111.839625,4,65,American,266
0.55184,0.46367,deseo,33.6071829,-111.9403254,4.5,82,etc,267
0.39532,0.54095,Mucho Gusto Taqueria Mexican Bistro,33.4217383,-111.9476151,3.5,108,Mexican,268
0.07543,0.4656,BLD,33.2762703,-111.8753205,3.5,148,American,269
0.22615,0.65061,TEXAZ Grill,33.523984,-112.04698,3.5,165,American,270
0.19994,0.45811,Carolina's Mexican Food,33.4315119,-112.0561119,4,259,Mexican,271
0.61067,0.75351,Mabel's On Main,33.493181,-111.9297091,4,124,Nightlife,272
0.89304,0.59402,The Farmhouse Restaurant,33.3545993,-111.7898391,4,122,Breakfast & Brunch,273
0.0349,0.87146,Fogo de Chao,33.5299053,-111.926437,4,222,American,274
0.49538,0.48609,China Chili,33.48585,-112.0691813,3.5,145,Asian,275
0.83901,0.35988,Mojo Yogurt,33.427081,-111.9400878,4,71,Asian,276
0.81012,0.35254,Sucker Punch Sally's Diner,33.4219963,-111.9398864,3,49,Asian,277
0.77454,0.307,Steve's Greenhouse Grill,33.4493238,-112.0718824,3,79,American,278
0.52802,0.46643,Duck & Decanter,33.5092185,-112.0467405,4,108,Nightlife,279
0.00057,0.89166,The White Chocolate Grill,33.6556844,-111.9300279,4,269,American,280
0.61,0.56544,Thai Elephant,33.4493145,-112.0740474,3.5,109,Asian,281
0.6986,0.23368,Southwest Airlines,33.4360201,-112.0270114,4,56,Hotels & Travel,282
0.97567,0.31326,Grimaldi's Pizzeria,33.6235377,-111.925553,3.5,64,Italian,283
0.37924,0.56171,The Chuck Box,33.4219869,-111.9366872,4,213,American,284
0.92241,0.3229,BJ's Restaurant & Brewhouse,33.3056593,-111.8976622,4,102,Asian,285
0.85607,0.29836,Wildflower Bread Company,33.4949618,-111.9897424,4,81,Breakfast & Brunch,286
0.02386,0.71192,Chino Bandido,33.626933,-112.100731,4,431,Asian,287
0.53074,0.57452,Postino East,33.3549553,-111.7897347,4,121,Nightlife,288
0.99426,0.53234,Phoenicia Cafe,33.4235479,-111.936853,4,80,Italian,289
0.00005,0.96268,Culinary Dropout,33.5019817,-111.9276185,3.5,412,Nightlife,290
0.34786,0.55998,The Phoenician,33.493947,-111.922301,4,160,Hotels & Travel,291
0.8068,0.50612,Westgate City Center,33.5324849,-112.2603562,3,54,etc,292
0.61909,0.29773,Cyclo Vietnamese Cuisine,33.306501,-111.875221,3.5,104,Asian,293
0.76512,0.3643,Two Hippies Breakfast Joint,33.498858,-112.0835024,3,56,Breakfast & Brunch,294
0.28509,0.51546,Ted's Hot Dogs,33.40716253,-111.9096487,4,239,etc,295
0.96853,0.09199,Arriba Mexican Grill,33.304703,-111.981558,3,81,Mexican,296
0.57658,0.68158,Rocket Burger & Subs,33.595881,-112.134443,4.5,157,American,297
0.2332,0.72539,Hotel Valley Ho,33.4930514,-111.9339561,4,199,Hotels & Travel,298
0.64425,0.84833,unPhogettable,33.413158,-111.875779,4,202,Asian,299
0.0159,0.66746,Scratch Pastries & Bistro,33.4957558,-111.9159147,4,168,Breakfast & Brunch,300
0.80157,0.48915,Pho Avina,33.6116901,-112.1648254,4,102,Asian,301
0.0072,0.85119,Durant's,33.4772147,-112.0736348,4,281,American,302
0.10706,0.83137,Geisha A Go Go,33.499006,-111.926703,3.5,233,Nightlife,303
0.00259,0.72938,FnB,33.497828,-111.927267,4.5,203,etc,304
0.00006,0.96003,Hula's Modern Tiki,33.5062078,-112.0739142,4,444,American,305
0.76329,0.41389,Z'Tejas Southwestern Grill,33.5025941,-111.9296765,3.5,95,etc,306
0.74584,0.3373,Fry's Electronics,33.609619,-112.123848,3,58,etc,307
0.93684,0.30503,Mind Over Batter,33.3478272,-111.9102573,3.5,66,Asian,308
0.09877,0.6574,Defalco's Italian Grocery,33.4740662,-111.9270986,4.5,270,etc,309
0.87174,0.38248,Via Delosantos,33.5693997,-112.0740526,3.5,100,Mexican,310
0.88815,0.39569,Down Under Wines & Bistro,33.3358523,-111.8205495,3.5,71,Nightlife,311
0.91096,0.30366,Flo's Asian Kitchen,33.6363383,-111.9213957,3.5,106,Asian,312
0.07513,0.89285,The Roosevelt,33.4571599,-112.0699779,4,224,Nightlife,313
0.00087,0.91381,Sens Asian Tapas & Sake Bar,33.455863,-112.072167,4,251,Asian,314
