X,Y,numReview,avgReview,index,title,date,url,genUnknown,genAction,genAdventure,genAnimation,genChildren,genComedy,genCrime,genDocu,genDrama,genFantasy,genNoir,genHorror,genMusical,genMystery,genRomance,genSciFi,genThriller,genWar,genWestern
0.013641,0.64731,7,2.7143,33,"Doom Generation, The (1995)",1-Jan-1995,"http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.010736,0.65179,11,2.1818,34,Free Willy 2: The Adventure Home (1995),1-Jan-1995,http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.015918,0.65012,13,2.1538,35,Mad Love (1995),1-Jan-1995,http://us.imdb.com/M/title-exact?Mad%20Love%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.010463,0.66065,8,2.25,36,Nadja (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Nadja%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2002,0.56766,120,3.0083,37,"Net, The (1995)",1-Jan-1995,"http://us.imdb.com/M/title-exact?Net,%20The%20(1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.16713,0.65714,87,3.2644,38,Strange Days (1995),1-Jan-1995,http://us.imdb.com/M/title-exact?Strange%20Days%20(1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.094974,0.65276,57,2.8947,39,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1-Jan-1995,"http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066114,0.60055,37,3.0811,40,Billy Madison (1995),1-Jan-1995,http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30566,0.64175,148,3.8041,41,Clerks (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Clerks%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.080331,0.63865,40,3,42,Disclosure (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Disclosure%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.17273,0.66958,79,3.3418,43,Dolores Claiborne (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.15963,0.76456,80,4.05,44,Eat Drink Man Woman (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.057394,0.68571,27,3.5556,45,Exotica (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Exotica%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.28316,0.80222,133,3.6015,46,Ed Wood (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.27001,0.76429,117,4.094,47,Hoop Dreams (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.16299,0.62331,81,3.321,48,I.Q. (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?I.Q.%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.30039,583,4.3585,49,Star Wars (1977),1-Jan-1977,http://us.imdb.com/M/title-exact?Star%20Wars%20(1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0.17774,0.64453,81,3.4568,50,Legends of the Fall (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0.19888,0.81771,91,3.7692,51,"Madness of King George, The (1994)",1-Jan-1994,"http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.20414,0.63282,128,2.9531,52,Natural Born Killers (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.21356,0.6134,104,3.2404,53,Outbreak (1995),1-Jan-1995,http://us.imdb.com/M/title-exact?Outbreak%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.30376,0.59656,149,3.7047,54,"Professional, The (1994)",1-Jan-1994,http://us.imdb.com/Title?L%E9on+(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0.76201,0.67209,394,4.0609,55,Pulp Fiction (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.081089,0.69697,40,4,56,Priest (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Priest%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.38136,0.75228,175,3.6457,57,Quiz Show (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.16308,0.7678,83,4.0602,58,Three Colors: Red (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.12772,0.74638,64,4.0156,59,Three Colors: Blue (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.11768,0.72879,59,3.8644,60,Three Colors: White (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.23216,0.60539,127,3.1417,61,Stargate (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Stargate%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.15174,0.64077,82,3.0976,62,"Santa Clause, The (1994)",1-Jan-1994,"http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.64478,0.71682,283,4.4452,63,"Shawshank Redemption, The (1994)",1-Jan-1994,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.23845,0.71105,115,3.5391,64,What's Eating Gilbert Grape (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.31037,0.64454,162,3.5494,65,While You Were Sleeping (1995),1-Jan-1995,http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.18158,0.61131,103,3.0485,66,Ace Ventura: Pet Detective (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2734,0.59337,134,3.4179,67,"Crow, The (1994)",1-Jan-1994,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.65365,0.73083,321,3.8536,68,Forrest Gump (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.46925,0.74227,251,3.6614,69,Four Weddings and a Funeral (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.45959,0.67776,220,3.7818,70,"Lion King, The (1994)",1-Jan-1994,"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.24879,0.68045,129,3.1938,71,"Mask, The (1994)",1-Jan-1994,"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.26819,0.68194,128,3.4688,72,Maverick (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Maverick%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.01367,0.66319,7,3,73,Faster Pussycat! Kill! Kill! (1965),1-Jan-1965,http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0097151,0.65374,5,3,74,Brother Minister: The Assassination of Malcolm X (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.12353,0.68479,54,3.4074,75,Carlito's Way (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.28936,0.63746,151,3.2781,76,"Firm, The (1993)",1-Jan-1993,"http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.049228,0.63835,33,2.4545,77,Free Willy (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?Free%20Willy%20(1993),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.68571,0.6445,336,4.0446,78,"Fugitive, The (1993)",1-Jan-1993,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1163,0.64801,68,2.7647,79,Hot Shots! Part Deux (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.24693,0.74211,110,3.5545,80,"Hudsucker Proxy, The (1994)",1-Jan-1994,"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.53461,0.66133,261,3.7203,81,Jurassic Park (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.36186,0.7678,176,4.0625,82,Much Ado About Nothing (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.032099,0.63583,18,3,83,Robert A. Heinlein's The Puppet Masters (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1097,0.64955,58,3.0345,84,"Ref, The (1994)",1-Jan-1994,"http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28793,0.80985,150,3.94,85,"Remains of the Day, The (1993)",1-Jan-1993,"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.31443,0.69913,138,3.9058,86,Searching for Bobby Fischer (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.41195,0.70952,213,3.5399,87,Sleepless in Seattle (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.60353,0.84244,275,4.1382,88,Blade Runner (1982),1-Jan-1982,http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.17098,0.63982,95,3.0526,89,So I Married an Axe Murderer (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0.30247,0.71965,143,3.5874,90,"Nightmare Before Christmas, The (1993)",1-Jan-1993,"http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.22033,0.65148,104,3.6154,91,True Romance (1993),1-Jan-1993,http://us.imdb.com/M/title-exact?True%20Romance%20(1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1828,0.55503,112,3.7232,92,Welcome to the Dollhouse (1995),24-May-1996,http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2383,0.66002,137,3.0876,93,Home Alone (1990),1-Jan-1990,http://us.imdb.com/M/title-exact?Home%20Alone%20(1990),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45601,0.61615,219,3.8128,94,Aladdin (1992),1-Jan-1992,http://us.imdb.com/M/title-exact?Aladdin%20(1992),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.61659,0.63402,295,4.0068,95,Terminator 2: Judgment Day (1991),1-Jan-1991,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.53202,0.77894,256,3.793,96,Dances with Wolves (1990),1-Jan-1990,http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.79958,0.72216,390,4.2897,97,"Silence of the Lambs, The (1991)",1-Jan-1991,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.37097,0.7789,172,3.7093,98,Snow White and the Seven Dwarfs (1937),1-Jan-1937,http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.80094,0.32602,508,4.1555,99,Fargo (1996),14-Feb-1997,http://us.imdb.com/M/title-exact?Fargo%20(1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0.14494,0.68308,73,3.2603,100,Heavy Metal (1981),8-Mar-1981,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.098193,0.68296,54,3.1296,101,"Aristocats, The (1970)",1-Jan-1970,"http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017119,0.64297,15,1.8667,102,All Dogs Go to Heaven 2 (1996),29-Mar-1996,http://us.imdb.com/M/title-exact?All%20Dogs%20Go%20to%20Heaven%202%20(1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0037568,0.65236,5,1.4,103,Theodore Rex (1995),29-Mar-1996,http://us.imdb.com/M/title-exact?Theodore%20Rex%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.094672,0.58521,74,2.5676,104,Sgt. Bilko (1996),29-Mar-1996,http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.091335,0.55512,71,2.8873,105,Diabolique (1996),1-Jan-1996,http://us.imdb.com/M/title-exact?Diabolique%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.063896,0.61007,42,3.5,106,Moll Flanders (1996),14-Jun-1996,http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.095799,0.60592,65,3.0769,107,Kids in the Hall: Brain Candy (1996),12-Apr-1996,http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20677,0.54539,130,3.4308,108,Mystery Science Theater 3000: The Movie (1996),19-Apr-1996,http://us.imdb.com/M/title-exact?Mystery%20Science%20Theater%203000:%20The%20Movie%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.044342,0.65808,31,2.5161,109,Operation Dumbo Drop (1995),1-Jan-1995,http://us.imdb.com/M/title-exact?Operation%20Dumbo%20Drop%20(1995),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.38313,0.33944,272,3.4853,110,"Truth About Cats & Dogs, The (1996)",26-Apr-1996,"http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.022096,0.63654,20,2.45,111,Flipper (1996),10-May-1996,http://us.imdb.com/M/title-exact?Flipper%20(1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016615,0.65937,9,4.1111,112,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",19-Apr-1996,"http://us.imdb.com/M/title-exact?Hussard%20sur%20le%20toit,%20Le%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.14725,0.70449,67,4.4478,113,Wallace & Gromit: The Best of Aardman Animation (1996),5-Apr-1996,http://us.imdb.com/Title?Wallace+%26+Gromit%3A+The+Best+of+Aardman+Animation+(1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032555,0.66484,15,3.7333,114,"Haunted World of Edward D. Wood Jr., The (1995)",26-Apr-1996,"http://us.imdb.com/Title?Haunted+World+of+Edward+D.+Wood+Jr.,+The+(1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.18511,0.64766,125,3.824,115,Cold Comfort Farm (1995),23-Apr-1996,http://us.imdb.com/M/title-exact?Cold%20Comfort%20Farm%20(1995)%20(TV),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.56413,0.10019,378,3.6931,116,"Rock, The (1996)",7-Jun-1996,"http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.39195,0.28992,293,3.215,117,Twister (1996),10-May-1996,http://us.imdb.com/M/title-exact?Twister%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011701,0.66585,4,4.5,118,Maya Lin: A Strong Clear Vision (1994),1-Jan-1994,http://us.imdb.com/M/title-exact?Maya%20Lin:%20A%20Strong%20Clear%20Vision%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.073991,0.58232,67,2.2388,119,Striptease (1996),28-Jun-1996,http://us.imdb.com/M/title-exact?Striptease%20(1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
